rank,reward,train_step,Ti,Al,V,Cr,Mn,Fe,Cu,Zr,Nb,Mo,Sn,Hf,Ta,W,Si,C,N,O,Sc,Is_Wrought,Def_Temp,Def_Strain,HT1,HT1_Temp,HT1_Time,HT1_Quench,HT1_Air,HT1_Furnace,HT2,HT2_Temp,HT2_Time,HT2_Quench,HT2_Air,Mo_eq,Al_eq,beta_transform_T,YM,YS,UTS,El,HV,YM_objective_trend,YM_objective_lower,YM_objective_upper,YM_objective_scale,YM_weight,YS_objective_trend,YS_objective_lower,YS_objective_upper,YS_objective_scale,YS_weight,UTS_objective_trend,UTS_objective_lower,UTS_objective_upper,UTS_objective_scale,UTS_weight,El_objective_trend,El_objective_lower,El_objective_upper,El_objective_scale,El_weight,HV_objective_trend,HV_objective_lower,HV_objective_upper,HV_objective_scale,HV_weight
1,0.237979,5804,80.3,0.0,5.8,5.2,,4.8,,0.4,1.8,1.5,0.2,,0.0,,,,,,,0,0.0,0.0,1,1100.0,12.0,0,0,1,0,0.0,0.0,0,0,14.21,0.13,734.47,203.3,1566.4,1884.8,7.0,378.2,maximize,120.0,inf,70.0,0.2,neutral,1400.0,inf,813.0,0.133333,neutral,1600.0,inf,932.0,0.066667,neutral,0.0,inf,13.5,0.333333,neutral,0.0,inf,273.0,0.266667
2,0.212668,5235,81.0,5.1,10.0,3.7,,0.0,,0.0,0.1,0.0,0.0,,0.1,,,,,,,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,7.57,5.1,729.94,194.4,1421.3,1682.3,13.1,122.8,maximize,120.0,inf,70.0,0.2,neutral,1400.0,inf,813.0,0.133333,neutral,1600.0,inf,932.0,0.066667,neutral,0.0,inf,13.5,0.333333,neutral,0.0,inf,273.0,0.266667
3,0.204363,5882,76.4,7.9,9.5,5.8,,0.0,,0.0,0.3,0.0,0.0,,0.1,,,,,,,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,7.85,7.9,716.31,191.5,1535.3,1820.7,18.8,153.3,maximize,120.0,inf,70.0,0.2,neutral,1400.0,inf,813.0,0.133333,neutral,1600.0,inf,932.0,0.066667,neutral,0.0,inf,13.5,0.333333,neutral,0.0,inf,273.0,0.266667
4,0.099301,5023,82.7,4.3,5.6,2.7,,0.9,,3.3,0.4,0.0,0.0,,0.1,,,,,,,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,3.91,4.85,769.51,154.8,1485.7,1723.5,12.4,139.4,maximize,120.0,inf,70.0,0.2,neutral,1400.0,inf,813.0,0.133333,neutral,1600.0,inf,932.0,0.066667,neutral,0.0,inf,13.5,0.333333,neutral,0.0,inf,273.0,0.266667
5,0.154685,5036,86.2,0.5,7.1,3.0,,2.2,,0.8,0.2,0.0,0.0,,0.0,,,,,,,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,9.11,0.63,757.45,174.1,1413.5,1633.3,7.7,150.9,maximize,120.0,inf,70.0,0.2,neutral,1400.0,inf,813.0,0.133333,neutral,1600.0,inf,932.0,0.066667,neutral,0.0,inf,13.5,0.333333,neutral,0.0,inf,273.0,0.266667
6,0.152081,5603,63.8,0.0,8.8,9.9,,3.7,,2.8,2.9,0.4,2.8,,4.9,,,,,,,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,24.03,1.4,647.01,173.2,1594.6,1844.4,23.5,144.4,maximize,120.0,inf,70.0,0.2,neutral,1400.0,inf,813.0,0.133333,neutral,1600.0,inf,932.0,0.066667,neutral,0.0,inf,13.5,0.333333,neutral,0.0,inf,273.0,0.266667
7,0.151699,5153,82.5,5.0,7.1,4.6,,0.0,,0.0,0.8,0.0,0.0,,0.0,,,,,,,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,7.34,5.0,753.06,173.1,1444.9,1698.0,14.1,126.2,maximize,120.0,inf,70.0,0.2,neutral,1400.0,inf,813.0,0.133333,neutral,1600.0,inf,932.0,0.066667,neutral,0.0,inf,13.5,0.333333,neutral,0.0,inf,273.0,0.266667
8,0.150345,5748,84.0,5.2,6.9,3.9,,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,,,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,5.66,5.2,764.31,172.6,1445.7,1701.3,13.9,119.4,maximize,120.0,inf,70.0,0.2,neutral,1400.0,inf,813.0,0.133333,neutral,1600.0,inf,932.0,0.066667,neutral,0.0,inf,13.5,0.333333,neutral,0.0,inf,273.0,0.266667
9,0.130528,5469,75.6,3.0,7.4,8.9,,2.0,,1.1,2.0,0.0,0.0,,0.0,,,,,,,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,16.76,3.18,685.7,165.7,1511.3,1768.3,18.9,161.8,maximize,120.0,inf,70.0,0.2,neutral,1400.0,inf,813.0,0.133333,neutral,1600.0,inf,932.0,0.066667,neutral,0.0,inf,13.5,0.333333,neutral,0.0,inf,273.0,0.266667
10,0.129743,5248,70.8,5.2,8.9,6.4,,6.4,,1.5,0.4,0.3,0.0,,0.1,,,,,,,1,725.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,11.44,5.45,697.26,165.4,1793.1,2013.0,21.9,228.2,maximize,120.0,inf,70.0,0.2,neutral,1400.0,inf,813.0,0.133333,neutral,1600.0,inf,932.0,0.066667,neutral,0.0,inf,13.5,0.333333,neutral,0.0,inf,273.0,0.266667
