rank,reward,train_step,Ti,Al,V,Cr,Mn,Fe,Cu,Zr,Nb,Mo,Sn,Hf,Ta,W,Si,C,N,O,Sc,Is_Wrought,Def_Temp,Def_Strain,HT1,HT1_Temp,HT1_Time,HT1_Quench,HT1_Air,HT1_Furnace,HT2,HT2_Temp,HT2_Time,HT2_Quench,HT2_Air,Mo_eq,Al_eq,beta_transform_T,YM,YS,UTS,El,HV,YM_objective_trend,YM_objective_lower,YM_objective_upper,YM_objective_scale,YM_weight,YS_objective_trend,YS_objective_lower,YS_objective_upper,YS_objective_scale,YS_weight,UTS_objective_trend,UTS_objective_lower,UTS_objective_upper,UTS_objective_scale,UTS_weight,El_objective_trend,El_objective_lower,El_objective_upper,El_objective_scale,El_weight,HV_objective_trend,HV_objective_lower,HV_objective_upper,HV_objective_scale,HV_weight
1,0.110011,5078,66.5,6.3,0.0,6.2,,7.8,,5.0,1.7,3.0,3.4,,0.1,,,,,,,0,0.0,0.0,1,0.0,0.05,0,1,0,1,225.0,5.0,0,1,7.12,8.27,771.49,158.5,1544.9,1740.6,9.9,543.8,maximize,120.0,inf,70.0,0.2,neutral,1400.0,inf,813.0,0.133333,neutral,1600.0,inf,932.0,0.066667,neutral,0.0,inf,13.5,0.266667,neutral,0.0,inf,273.0,0.333333
2,0.088687,9081,65.2,5.8,0.0,9.5,,7.2,,10.2,1.8,0.3,0.0,,0.0,,,,,,,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,10.2,7.5,706.0,151.0,1507.6,1657.9,0.9,637.7,maximize,120.0,inf,70.0,0.2,neutral,1400.0,inf,813.0,0.133333,neutral,1600.0,inf,932.0,0.066667,neutral,0.0,inf,13.5,0.266667,neutral,0.0,inf,273.0,0.333333
3,0.071015,6470,60.8,8.0,0.2,7.1,,5.6,,6.9,2.3,1.8,6.2,,1.1,,,,,,,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,6.18,11.22,771.86,144.9,1624.6,1801.4,1.3,629.7,maximize,120.0,inf,70.0,0.2,neutral,1400.0,inf,813.0,0.133333,neutral,1600.0,inf,932.0,0.066667,neutral,0.0,inf,13.5,0.266667,neutral,0.0,inf,273.0,0.333333
4,0.056214,1626,71.1,6.0,1.7,2.5,,5.3,,9.1,0.6,2.2,1.4,,0.1,,,,,,,1,650.0,60.0,1,1400.0,0.05,0,1,0,0,0.0,0.0,0,0,1.53,7.98,766.48,139.7,1405.8,1625.3,6.6,481.2,maximize,120.0,inf,70.0,0.2,neutral,1400.0,inf,813.0,0.133333,neutral,1600.0,inf,932.0,0.066667,neutral,0.0,inf,13.5,0.266667,neutral,0.0,inf,273.0,0.333333
5,0.041036,7302,71.7,6.4,8.3,4.4,,7.3,,1.2,0.1,0.6,0.0,,0.0,,,,,,,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,6.83,6.6,730.28,134.4,1436.4,1682.1,0.3,554.5,maximize,120.0,inf,70.0,0.2,neutral,1400.0,inf,813.0,0.133333,neutral,1600.0,inf,932.0,0.066667,neutral,0.0,inf,13.5,0.266667,neutral,0.0,inf,273.0,0.333333
6,0.018205,5988,74.3,8.4,3.8,5.5,,6.0,,1.2,0.7,0.0,0.1,,0.0,,,,,,,0,0.0,0.0,1,825.0,24.0,0,1,0,1,675.0,8.0,1,0,3.14,8.63,780.39,126.4,1453.3,1639.7,1.2,802.5,maximize,120.0,inf,70.0,0.2,neutral,1400.0,inf,813.0,0.133333,neutral,1600.0,inf,932.0,0.066667,neutral,0.0,inf,13.5,0.266667,neutral,0.0,inf,273.0,0.333333
7,0.015494,621,67.7,9.4,4.9,1.0,,7.2,,3.0,4.3,1.1,0.6,,0.8,,,,,,,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,-2.04,10.1,803.19,125.4,1477.7,1640.0,0.0,592.3,maximize,120.0,inf,70.0,0.2,neutral,1400.0,inf,813.0,0.133333,neutral,1600.0,inf,932.0,0.066667,neutral,0.0,inf,13.5,0.266667,neutral,0.0,inf,273.0,0.333333
8,0.014539,184,60.9,5.1,1.0,4.1,,7.5,,13.0,1.1,4.8,0.7,,1.8,,,,,,,1,600.0,80.0,1,1225.0,0.58,0,0,1,1,825.0,15.0,0,1,7.63,7.5,698.94,125.1,1470.4,1678.4,8.8,459.5,maximize,120.0,inf,70.0,0.2,neutral,1400.0,inf,813.0,0.133333,neutral,1600.0,inf,932.0,0.066667,neutral,0.0,inf,13.5,0.266667,neutral,0.0,inf,273.0,0.333333
