0.000000	0.998686	0.861312	1.051551
1.000000	0.918211	0.686130	0.911891
2.000000	0.839789	0.672872	0.835218
3.000000	0.735917	0.750994	0.887715
4.000000	0.616917	0.511572	0.691221
5.000000	0.602868	0.534521	0.691329
6.000000	0.553324	0.581825	0.717119
7.000000	0.540272	0.576443	0.712659
8.000000	0.547333	0.761228	0.841298
9.000000	0.548050	0.586157	0.701040
10.000000	0.523489	0.573925	0.686899
11.000000	0.492346	0.554966	0.683025
12.000000	0.546428	0.662755	0.754418
13.000000	0.528493	0.592357	0.692005
14.000000	0.495445	0.546931	0.659702
15.000000	0.450223	0.598756	0.681973
16.000000	0.442617	0.557936	0.654311
17.000000	0.442578	0.540515	0.611699
18.000000	0.422302	0.535730	0.598479
19.000000	0.425831	0.553439	0.623225
20.000000	0.428074	0.591913	0.638602
21.000000	0.385909	0.568473	0.604133
22.000000	0.407074	0.496847	0.577921
23.000000	0.389707	0.644335	0.676838
24.000000	0.380707	0.525860	0.566837
25.000000	0.367152	0.496461	0.534858
26.000000	0.353793	0.494757	0.535331
27.000000	0.364824	0.529269	0.547477
28.000000	0.384238	0.518861	0.529284
29.000000	0.341630	0.512310	0.534121
30.000000	0.367526	0.532851	0.544115
31.000000	0.354136	0.488321	0.519566
32.000000	0.362425	0.500561	0.515800
33.000000	0.347320	0.499360	0.514698
34.000000	0.329016	0.519967	0.528327
35.000000	0.343986	0.497351	0.494510
36.000000	0.306988	0.529125	0.526230
37.000000	0.319043	0.667356	0.634436
38.000000	0.361080	0.474440	0.488096
39.000000	0.335751	0.580540	0.538411
40.000000	0.325732	0.521992	0.501603
41.000000	0.314580	0.605443	0.560808
42.000000	0.313524	0.510422	0.497734
43.000000	0.316414	0.499142	0.484299
44.000000	0.324270	0.496843	0.479909
45.000000	0.303094	0.502638	0.456551
46.000000	0.320241	0.500211	0.478055
47.000000	0.311934	0.477754	0.482388
48.000000	0.313627	0.533729	0.487043
49.000000	0.317624	0.520961	0.477071
50.000000	0.306381	0.608105	0.573891
51.000000	0.325909	0.497007	0.484201
52.000000	0.291897	0.489382	0.474411
53.000000	0.310662	0.520324	0.458470
54.000000	0.321272	0.499973	0.476528
55.000000	0.321044	0.533548	0.470407
56.000000	0.302110	0.493952	0.477599
57.000000	0.304704	0.527590	0.472270
58.000000	0.297436	0.580106	0.522971
59.000000	0.301732	0.521741	0.497612
60.000000	0.303390	0.583125	0.487882
61.000000	0.305625	0.533100	0.475323
62.000000	0.317659	0.502763	0.457864
63.000000	0.296778	0.585992	0.514278
64.000000	0.300324	0.568024	0.504048
65.000000	0.283046	0.514671	0.470292
66.000000	0.296972	0.494643	0.461703
67.000000	0.295295	0.592105	0.526988
68.000000	0.283543	0.527390	0.441669
69.000000	0.275282	0.530394	0.473624
70.000000	0.325137	0.497586	0.449447
71.000000	0.263595	0.532300	0.452493
72.000000	0.278873	0.542243	0.440829
73.000000	0.281612	0.533834	0.461920
74.000000	0.278551	0.511139	0.421231
75.000000	0.280601	0.513620	0.459974
76.000000	0.283161	0.538623	0.454750
77.000000	0.292921	0.486182	0.482703
78.000000	0.288795	0.497958	0.446287
79.000000	0.274506	0.585664	0.511401
80.000000	0.278518	0.556349	0.492885
81.000000	0.287073	0.517909	0.457314
82.000000	0.257606	0.520824	0.441350
83.000000	0.275615	0.615431	0.485923
84.000000	0.274455	0.525124	0.444795
85.000000	0.296154	0.524872	0.434658
86.000000	0.254707	0.580951	0.456578
87.000000	0.274354	0.521684	0.461846
88.000000	0.260685	0.557548	0.442128
89.000000	0.272163	0.486730	0.471169
90.000000	0.271511	0.506564	0.477831
91.000000	0.264771	0.585360	0.486226
92.000000	0.275403	0.536727	0.444079
93.000000	0.292285	0.525404	0.460188
94.000000	0.278326	0.522527	0.455630
95.000000	0.281231	0.529263	0.452241
96.000000	0.287365	0.554461	0.479339
97.000000	0.272885	0.511985	0.426977
98.000000	0.272351	0.521444	0.448811
99.000000	0.265853	0.529386	0.435453
100.000000	0.260475	0.567155	0.453972
101.000000	0.258812	0.571012	0.447007
102.000000	0.259305	0.591831	0.488696
103.000000	0.267341	0.532408	0.453057
104.000000	0.267929	0.541239	0.449954
105.000000	0.260885	0.558824	0.442595
106.000000	0.261096	0.535254	0.462301
107.000000	0.254257	0.574854	0.452709
108.000000	0.251371	0.536162	0.406432
109.000000	0.244784	0.545359	0.441845
110.000000	0.268335	0.544491	0.429133
111.000000	0.265593	0.554222	0.466196
112.000000	0.271080	0.589202	0.464410
113.000000	0.267144	0.545173	0.458891
114.000000	0.289817	0.560057	0.438619
115.000000	0.263279	0.542471	0.482546
116.000000	0.272655	0.600435	0.483205
117.000000	0.246364	0.579548	0.467180
118.000000	0.237569	0.561034	0.459978
119.000000	0.246280	0.531895	0.454444
120.000000	0.258313	0.542581	0.429448
121.000000	0.252763	0.510466	0.442096
122.000000	0.254132	0.557130	0.422943
123.000000	0.247417	0.594183	0.474425
124.000000	0.237693	0.611815	0.444560
125.000000	0.269514	0.528117	0.441043
126.000000	0.237550	0.532866	0.436030
127.000000	0.273578	0.567754	0.456272
128.000000	0.262654	0.548454	0.427358
129.000000	0.253044	0.560196	0.437735
130.000000	0.251255	0.550616	0.425228
131.000000	0.226179	0.514595	0.436278
132.000000	0.238572	0.572431	0.427189
133.000000	0.260359	0.622332	0.467814
134.000000	0.248601	0.545020	0.441526
135.000000	0.248458	0.556057	0.444614
136.000000	0.282679	0.553962	0.456602
137.000000	0.278314	0.580076	0.477123
138.000000	0.241625	0.525382	0.449119
139.000000	0.274940	0.558244	0.497598
140.000000	0.262572	0.542190	0.420658
141.000000	0.247303	0.549363	0.421098
142.000000	0.241100	0.604443	0.476491
143.000000	0.217105	0.571823	0.482514
144.000000	0.223298	0.527260	0.446787
145.000000	0.240485	0.594634	0.430683
146.000000	0.256074	0.570330	0.430931
147.000000	0.229823	0.542987	0.437769
148.000000	0.245461	0.553444	0.446575
149.000000	0.254033	0.674641	0.505150
150.000000	0.247339	0.566433	0.442584
151.000000	0.220028	0.553121	0.449069
152.000000	0.261800	0.567301	0.418667
153.000000	0.244566	0.534050	0.447942
154.000000	0.249683	0.563705	0.455047
155.000000	0.246782	0.572079	0.422701
156.000000	0.236092	0.575465	0.444415
157.000000	0.243133	0.651867	0.458822
158.000000	0.255243	0.544675	0.444656
159.000000	0.232674	0.557455	0.440349
160.000000	0.228164	0.547860	0.456301
161.000000	0.235938	0.577936	0.409512
162.000000	0.243534	0.674238	0.525947
163.000000	0.260011	0.553538	0.438854
164.000000	0.220446	0.586374	0.439675
165.000000	0.247268	0.535382	0.457217
166.000000	0.241065	0.582408	0.411728
167.000000	0.221159	0.562968	0.443937
168.000000	0.219619	0.562080	0.426917
169.000000	0.226180	0.657181	0.483338
170.000000	0.239348	0.592635	0.426577
171.000000	0.259222	0.533821	0.442881
172.000000	0.227304	0.588563	0.428259
173.000000	0.214083	0.581988	0.439655
174.000000	0.218289	0.565576	0.420526
175.000000	0.231242	0.571498	0.440324
176.000000	0.212198	0.569883	0.444952
177.000000	0.231787	0.624567	0.447034
178.000000	0.237072	0.617971	0.494715
179.000000	0.260283	0.550976	0.450217
180.000000	0.236421	0.609234	0.474873
181.000000	0.230022	0.637248	0.420091
182.000000	0.247367	0.578263	0.457327
183.000000	0.277505	0.685563	0.501560
184.000000	0.263857	0.627412	0.450480
185.000000	0.243509	0.544839	0.436619
186.000000	0.222381	0.632156	0.453912
187.000000	0.257114	0.568779	0.423100
188.000000	0.257560	0.550817	0.455349
189.000000	0.207335	0.584712	0.456384
190.000000	0.205984	0.601253	0.469175
191.000000	0.191932	0.582152	0.429798
192.000000	0.220539	0.616580	0.462704
193.000000	0.235760	0.574327	0.478278
194.000000	0.222920	0.537537	0.453949
195.000000	0.228842	0.584744	0.410621
196.000000	0.214658	0.589488	0.454521
197.000000	0.208528	0.564666	0.432962
198.000000	0.225082	0.624463	0.418711
199.000000	0.228167	0.586749	0.462477
200.000000	0.222488	0.569802	0.472498
201.000000	0.231264	0.628193	0.446957
202.000000	0.212752	0.569668	0.458907
203.000000	0.212180	0.583589	0.446714
204.000000	0.211550	0.591635	0.416537
205.000000	0.203043	0.590827	0.415588
206.000000	0.201634	0.563908	0.439201
207.000000	0.203471	0.637430	0.433853
208.000000	0.217111	0.579629	0.418518
209.000000	0.204446	0.581398	0.439660
210.000000	0.211206	0.580201	0.416431
211.000000	0.223148	0.589055	0.430938
212.000000	0.217320	0.576378	0.448086
213.000000	0.220580	0.547492	0.444992
214.000000	0.237038	0.579566	0.464090
215.000000	0.233917	0.546601	0.451029
216.000000	0.227970	0.563501	0.427708
217.000000	0.241824	0.557694	0.452986
218.000000	0.205564	0.580937	0.455596
219.000000	0.222979	0.565480	0.413350
220.000000	0.209103	0.547334	0.404741
221.000000	0.218952	0.567794	0.402913
222.000000	0.218231	0.570796	0.422295
223.000000	0.233120	0.668751	0.515123
224.000000	0.237863	0.613867	0.445184
225.000000	0.244655	0.586448	0.427018
226.000000	0.204879	0.576409	0.444714
227.000000	0.220798	0.582596	0.432556
228.000000	0.216639	0.566894	0.407472
229.000000	0.207807	0.588332	0.437188
230.000000	0.210480	0.563468	0.406767
231.000000	0.232465	0.575885	0.437639
232.000000	0.231109	0.616352	0.446172
233.000000	0.219279	0.619642	0.465813
234.000000	0.242598	0.590617	0.424014
235.000000	0.200430	0.574381	0.438820
236.000000	0.227397	0.565206	0.419782
237.000000	0.218150	0.566780	0.428481
238.000000	0.224163	0.598858	0.471058
239.000000	0.217311	0.574539	0.440458
240.000000	0.222780	0.574769	0.435459
241.000000	0.207472	0.611134	0.434917
242.000000	0.214995	0.549642	0.439649
243.000000	0.221604	0.611080	0.424914
244.000000	0.218782	0.641165	0.494206
245.000000	0.209559	0.614509	0.418552
246.000000	0.214280	0.578025	0.455482
247.000000	0.223700	0.566594	0.434145
248.000000	0.211056	0.635676	0.485661
249.000000	0.225336	0.640828	0.462336
250.000000	0.199031	0.691345	0.448902
251.000000	0.221319	0.620174	0.471344
252.000000	0.204547	0.613978	0.419745
253.000000	0.213203	0.587691	0.420457
254.000000	0.196044	0.598826	0.428489
255.000000	0.215358	0.597342	0.465390
256.000000	0.229114	0.589798	0.455157
257.000000	0.198453	0.598221	0.425227
258.000000	0.212611	0.670673	0.455963
259.000000	0.203829	0.577447	0.436097
260.000000	0.220365	0.607616	0.477875
261.000000	0.215661	0.599882	0.416617
262.000000	0.194776	0.589758	0.451420
263.000000	0.193868	0.620460	0.425356
264.000000	0.197335	0.627222	0.437860
265.000000	0.220783	0.627031	0.468905
266.000000	0.225533	0.699525	0.455033
267.000000	0.240621	0.583315	0.451153
268.000000	0.201762	0.578412	0.431752
269.000000	0.206205	0.582181	0.453858
270.000000	0.199977	0.625215	0.424499
271.000000	0.220160	0.571739	0.413611
272.000000	0.208668	0.624248	0.453344
273.000000	0.192078	0.576470	0.433639
274.000000	0.196621	0.626345	0.422099
275.000000	0.216587	0.573185	0.435940
276.000000	0.213397	0.577996	0.405894
277.000000	0.205450	0.569701	0.412896
278.000000	0.187654	0.572198	0.405401
279.000000	0.208382	0.596549	0.425044
280.000000	0.187984	0.644027	0.413874
281.000000	0.193864	0.572815	0.472970
282.000000	0.192236	0.595827	0.427524
283.000000	0.183946	0.578023	0.420009
284.000000	0.200184	0.608679	0.420292
285.000000	0.201384	0.612267	0.441476
286.000000	0.196451	0.601412	0.419394
287.000000	0.225533	0.572546	0.429867
288.000000	0.216341	0.606331	0.436653
289.000000	0.179746	0.592717	0.424246
290.000000	0.200819	0.605657	0.437928
291.000000	0.199407	0.666215	0.456073
292.000000	0.212578	0.638871	0.466118
293.000000	0.210432	0.588805	0.407316
294.000000	0.183652	0.658451	0.446534
295.000000	0.192980	0.605209	0.417292
296.000000	0.187752	0.600596	0.428485
297.000000	0.199213	0.624122	0.438696
298.000000	0.183386	0.576702	0.437677
299.000000	0.203213	0.627454	0.419251
300.000000	0.209544	0.750113	0.505601
301.000000	0.227451	0.673202	0.486128
302.000000	0.200435	0.627109	0.430182
303.000000	0.208902	0.640048	0.443897
304.000000	0.217709	0.616401	0.450137
305.000000	0.182285	0.615120	0.427530
306.000000	0.184396	0.614035	0.446655
307.000000	0.202604	0.615189	0.446092
308.000000	0.205763	0.574531	0.442383
309.000000	0.202717	0.581374	0.418781
310.000000	0.195835	0.629144	0.417017
311.000000	0.192860	0.586288	0.432985
312.000000	0.181643	0.595033	0.418762
313.000000	0.185875	0.626264	0.439425
314.000000	0.190391	0.601069	0.431406
315.000000	0.199847	0.660196	0.449402
316.000000	0.197967	0.577766	0.423227
317.000000	0.212160	0.581971	0.421288
318.000000	0.206977	0.657408	0.437615
319.000000	0.202086	0.622353	0.449237
320.000000	0.207155	0.590156	0.432406
321.000000	0.203630	0.606543	0.418177
322.000000	0.189980	0.595334	0.442739
323.000000	0.199504	0.564817	0.429510
324.000000	0.185642	0.567906	0.458051
325.000000	0.188890	0.602453	0.429886
326.000000	0.202452	0.671343	0.468513
327.000000	0.189384	0.616926	0.432438
328.000000	0.187396	0.614596	0.413118
329.000000	0.200512	0.598301	0.451278
330.000000	0.191795	0.580923	0.428539
331.000000	0.198431	0.670923	0.469982
332.000000	0.183616	0.604984	0.435170
333.000000	0.196385	0.621603	0.403086
334.000000	0.210916	0.651101	0.442454
335.000000	0.190159	0.627340	0.468668
336.000000	0.205431	0.635049	0.480407
337.000000	0.194970	0.596296	0.403420
338.000000	0.199056	0.634108	0.395970
339.000000	0.188452	0.585784	0.406146
340.000000	0.187052	0.624972	0.428538
341.000000	0.181878	0.624529	0.406829
342.000000	0.208219	0.638379	0.446858
343.000000	0.197436	0.680392	0.469714
344.000000	0.209854	0.633960	0.418302
345.000000	0.198885	0.591581	0.418094
346.000000	0.192702	0.584454	0.404944
347.000000	0.229891	0.595867	0.421527
348.000000	0.204818	0.595705	0.441955
349.000000	0.188446	0.620011	0.440055
350.000000	0.194543	0.626906	0.436930
351.000000	0.197008	0.598839	0.406263
352.000000	0.185450	0.608014	0.405788
353.000000	0.187135	0.597174	0.420056
