0.000000	0.382021	0.384034
1.000000	0.366431	0.387090
2.000000	0.367451	0.367545
3.000000	0.364300	0.366681
4.000000	0.358847	0.367119
5.000000	0.358957	0.370497
6.000000	0.357416	0.369816
7.000000	0.356662	0.368559
8.000000	0.355061	0.364409
9.000000	0.353752	0.359949
10.000000	0.354955	0.363041
11.000000	0.353898	0.361017
12.000000	0.352393	0.367803
13.000000	0.355918	0.375312
14.000000	0.349546	0.369136
15.000000	0.352749	0.368155
16.000000	0.349820	0.368463
17.000000	0.861609	2.235413
18.000000	0.530837	0.459950
19.000000	0.422265	0.409831
20.000000	0.390610	0.396601
21.000000	0.377476	0.386268
22.000000	0.363357	0.380340
23.000000	0.358959	0.375259
24.000000	0.358101	0.371361
25.000000	0.356901	0.370161
26.000000	0.353801	0.371999
27.000000	0.353404	0.366245
28.000000	0.352512	0.366634
29.000000	0.350362	0.364459
30.000000	0.353867	0.365859
31.000000	0.353750	0.366797
32.000000	0.347722	0.364643
33.000000	0.350697	0.364086
34.000000	0.349649	0.362892
35.000000	0.350118	0.362773
36.000000	0.348635	0.361440
37.000000	0.347131	0.360709
38.000000	0.349029	0.362072
39.000000	0.348693	0.366394
40.000000	0.348377	0.365538
41.000000	0.346429	0.364053
42.000000	0.347582	0.363026
43.000000	0.350814	0.360836
44.000000	0.347676	0.361251
45.000000	0.346728	0.361021
46.000000	0.347477	0.360516
47.000000	0.344919	0.363384
48.000000	0.344956	0.362141
49.000000	0.346624	0.361094
50.000000	0.346589	0.361924
51.000000	0.348817	0.362015
52.000000	0.347505	0.359371
53.000000	0.344419	0.360695
54.000000	0.347598	0.359262
55.000000	0.346150	0.361024
56.000000	0.345425	0.361064
57.000000	0.345247	0.363020
58.000000	0.346579	0.359785
59.000000	0.346137	0.361021
60.000000	0.344973	0.360947
61.000000	0.344703	0.358905
62.000000	0.347777	0.359737
63.000000	0.343735	0.360075
64.000000	0.345814	0.361037
65.000000	0.346142	0.361598
66.000000	0.346835	0.359107
67.000000	0.348190	0.360472
68.000000	0.345493	0.359312
69.000000	0.342671	0.359263
70.000000	0.346926	0.360314
71.000000	0.346329	0.358906
72.000000	0.345879	0.358910
73.000000	0.346597	0.359020
74.000000	0.345600	0.357945
75.000000	0.343509	0.359693
76.000000	0.345896	0.361935
77.000000	0.344870	0.361090
78.000000	0.344114	0.357958
79.000000	0.344608	0.357551
80.000000	0.344015	0.360591
81.000000	0.346077	0.359981
82.000000	0.344461	0.359342
83.000000	0.348059	0.358335
84.000000	0.343247	0.362462
85.000000	0.342914	0.358004
86.000000	0.344997	0.357571
87.000000	0.344435	0.360105
88.000000	0.341752	0.360080
89.000000	0.347216	0.360387
90.000000	0.341490	0.361185
91.000000	0.343481	0.358527
92.000000	0.343635	0.360312
93.000000	0.344049	0.358035
94.000000	0.345761	0.356116
95.000000	0.344471	0.357522
96.000000	0.344351	0.358599
97.000000	0.344341	0.360445
98.000000	0.344212	0.358073
99.000000	0.343600	0.357316
100.000000	0.343955	0.361317
101.000000	0.343119	0.363922
102.000000	0.345482	0.358714
103.000000	0.344192	0.357080
104.000000	0.344283	0.359888
105.000000	0.343904	0.359288
106.000000	0.344354	0.360483
107.000000	0.343192	0.359204
108.000000	0.343621	0.359442
109.000000	0.344213	0.361290
110.000000	0.343532	0.357985
111.000000	0.341961	0.359650
112.000000	0.344375	0.359260
113.000000	0.344258	0.363092
114.000000	0.346263	0.358240
115.000000	0.344776	0.360396
116.000000	0.344523	0.357495
117.000000	0.341474	0.356218
118.000000	0.344490	0.359690
119.000000	0.346202	0.362476
120.000000	0.342695	0.358878
121.000000	0.342236	0.356129
122.000000	0.341991	0.357245
123.000000	0.342177	0.359799
124.000000	0.343359	0.357360
125.000000	0.343182	0.359747
126.000000	0.341754	0.357007
127.000000	0.346065	0.357653
128.000000	0.340802	0.357590
129.000000	0.340533	0.357640
130.000000	0.342228	0.359220
131.000000	0.341752	0.357914
132.000000	0.340731	0.357435
133.000000	0.340333	0.357739
134.000000	0.343094	0.357011
135.000000	0.340823	0.357052
136.000000	0.339782	0.358003
137.000000	0.340260	0.357186
138.000000	0.344052	0.358060
139.000000	0.342802	0.357965
